"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"Cancellation Policy","https://itunes.apple.com/us/reviews/id314737911","UFCCommentor","3.434.10005","2","Multiple times I’ve called an Uber and the wait time for one was unreasonably long because the driver was 5-10 minutes away from dropping off their current passengers. Under the current cancellation policy I will be charged to cancel the uber because it is “already on the way”, but it is still dropping off a totally separate group at a totally separate location. I understand why there are cancellation fees, but there should not be a cancellation fee when the driver is with another rider.",2020-12-12 01:08:46
"Toman el Dinero de tu cuenta sin autorización","https://itunes.apple.com/us/reviews/id403516013","Danielcastroi","3.434.10005","1","Toman el dinero de tu cuenta, por una supuesta retención de autorización. Cobran tu viaje y cobran el mismo valor nuevamente. NO LOS RECOMIENDO.",2020-12-12 00:47:11
"Dark, Greedy Interface Patterns","https://itunes.apple.com/us/reviews/id1159789213","jmgtscc77134","3.434.10005","1","The interface for ordering food within this application is overly rigid and forces the user into inconvenient situations when you need to edit an order.
 I was placing an order for delivery with my girlfriend (on her phone) and was at a different address than the last place we had ordered food from. Uber auto filled the address with the most recent and then, when I confirmed my order, gave me a two second timer to cancel with a warning saying “it looks like you’re not located near this delivery address”. I missed the cancel window (of literally two or three seconds) and then the app finalized the order and when I went to change the address, it would not allow me. When I went to cancel and reorder with the proper address, it said the fee would be $50 ( total cost of food minus fees). Mind you this is all within a minute of me placing the order, not 10 minutes after. 
What is this garbage? I know from ordering pickup through Uber (where Uber doesn’t collect fees) that I have to click TWO confirmation modals to confirm that I want pickup over delivery. Why then, when someone is clearly not near their selected delivery location, does Uber auto-confirm the order and then prevent any changes to the delivery address? This is clearly a tactic used to force users to keep their orders even when a mistake was made. How about adding a simple form to the application to change the order address? I’m a software developer and know that this was a decision made by a product team that chose higher revenue over customer satisfaction. That is a long term recipe for failure and loss of customer loyalty. I’m deleting this application. Good riddance",2020-12-12 00:46:09
"Uber keep charging people for rides canceled by there driver!","https://itunes.apple.com/us/reviews/id947596118","kerry 543","3.434.10005","1","I complained to Uber that there driver had me standing outside my house after which time they did not no where they were going. They she canceled the ride. I get charged for it they gonna tell me it’s for the persons time. I disputed it through PayPal they returned my money then they gonna put on my account that I owe $5.44 free money they want to give to they driver. I take Uber everywhere in a short time I became a gold member an moving to the next level. Because I refused to pay for service I did not get my account was stripped. After she canceled one of there same driver picked me up at the same location.",2020-12-12 00:19:51
"I Voted No on 22","https://itunes.apple.com/us/reviews/id9866078","shootdraxxus","3.434.10005","1","You have no customer service. Tried to use a voucher for a ride and the app won’t accept it. Can’t call anyone for help because you don’t care about helping anyone. Just as long as you make money off the backs of people you don’t support.",2020-12-11 23:35:02
"Updates","https://itunes.apple.com/us/reviews/id104129054","Feedback one","3.434.10005","4","Why are the updates sooo bloated now? Well over 200 Mb every time now (now it's up to 300). Lyft is at least not putting out so large of updates. And like Microsoft, just because you can make things bigger doesn't necessarily make them better. Please make the updates under 100 Mb again. Other than that, love the company!",2020-12-11 23:26:39
"Hate this app","https://itunes.apple.com/us/reviews/id1213371404","<U+0001D42B><U+0001D41A><U+0001D432><U+0001D41A>","3.434.10005","1","I hate this app it canceled my ride and ain’t even give me my money back yall scammers",2020-12-11 22:31:49
"“Hold everyone accountable”?","https://itunes.apple.com/us/reviews/id965090068","qazwfjejbdbd","3.434.10005","1","Are you for real?  I can’t believe a business in the US has become so politicized that it threatens to disallow people from using its services and also encourages users to help you fire people who actually want to work for you.

Good luck going out of business. You’ve definitely lost mine.",2020-12-11 19:04:27
"Problems with Bikes","https://itunes.apple.com/us/reviews/id117650040","itsDaltonJamesM","3.434.10005","2","With the update the option to rent bikes is not working. Consistently getting a “sorry” message and no bikes appearing on the app",2020-12-11 18:03:59
"Trash","https://itunes.apple.com/us/reviews/id1194310751","2jaytoolate","3.434.10005","1","No matter what the app does what it wants to do and does NOT cooperate. 0/10",2020-12-11 17:50:50
"NO mandatory face mask","https://itunes.apple.com/us/reviews/id867201491","yfhing dy","3.434.10005","1","I don't like your mandatory face mask.",2020-12-11 17:44:28
"Unsure about Uber","https://itunes.apple.com/us/reviews/id1237621905","Chixbchdiva","3.434.10005","2","I amen unable to drive due today fractured leg.
Called Uber to take me to a Doctor’s office for an appointment.
It was a to-way trip with Uber but with different drivers.
The first driver charged me less than the second driver by $4.00.
I don’t understand that since it was the EXACT same distance.
I can’t seem to get an answer from Uber.  But it really “ticked” me off!",2020-12-11 17:38:14
"Tip for Driver","https://itunes.apple.com/us/reviews/id273096856","MvB sad","3.434.10005","1","Tip for driver does not work, how bad is that for the driver! Not the first time I’ve had this problem.",2020-12-11 11:03:45
"Charging without permission","https://itunes.apple.com/us/reviews/id401650547","Poker fan444446657opyt231524","3.434.10005","1","I happened to check my checking account today and saw that I had a charge from Uber. Hadn’t used Uber in a few months, so naturally I was confused.  Looked up the charge name and it is something called Uber Pass.  Low and behold they charge you $9.99 a month without notification or approval.  Who knows how long they’ve been ripping me/others off. Strictly Lyft from now on.",2020-12-11 09:28:59
"Love it but has been messing up","https://itunes.apple.com/us/reviews/id1237431234","drjcnfjfjfv","3.434.10005","3","I been using Uber for a short time now and love it because it’s affordable but sometimes it tells me that my payment option won’t work even though I bought a Uber gift card",2020-12-11 04:01:56
